GivenName	Surname	Birthday	uid
Darlene	Santana	2/5/1994	23425
Laura	Houck	8/25/1991	87639
Norman	Hopper	8/28/1949	60559
Pearl	Lavergne	9/2/1965	51619
Edward	Jones	4/14/1992	11271
Jene	Harper	11/22/1984	18534
Noel	Nelson	1/9/1992	42796
Louis	Guardado	4/21/1990	56167
Belinda	Phillips	6/2/1966	25746
Arvilla	Sullivan	8/23/1946	95710
Judith	Avans	7/1/1983	94291
Tiffiny	Perez	3/25/1973	81346
Rodolfo	McCullough	8/22/1987	6294
Paul	Hardman	7/6/1971	20361
Mary	Madison	1/20/1959	5501
Mary	Horton	8/20/1987	79418
William	Tilley	3/4/1978	54473
Raymond	Whyte	5/9/1978	9677
Wesley	Vanzant	3/18/1961	96250
Bradley	Brown	10/5/1999	81120
Teri	Campbell	6/9/1941	53862
Darlene	Frazier	3/22/1965	83632
James	Pace	3/16/1961	47840
Howard	Williams	1/3/1989	6272
Ronald	Chisolm	8/18/1973	32977
Stephen	Chen	1/30/1973	32694
Joel	Lewis	12/16/1971	47589
Lora	Wilkerson	2/22/1965	73592
Andre	Williams	10/7/1992	45627
Michael	Doolittle	10/2/1947	21920
Lakesha	Bullock	11/29/1954	54463
Allan	Brown	11/1/1988	18148
Elizabeth	Smith	5/6/1939	447
Alan	Barnes	1/16/1950	93164
Christopher	Craig	1/3/1990	97611
Earl	Douglass	9/14/1954	17237
Lisa	Fernandez	5/4/1976	84437
Mack	Jones	2/19/1978	14225
Lowell	Hawkins	3/2/1977	29891
David	Wilson	2/8/1963	45660
Susan	Crawford	11/19/2000	50532
Teresa	Erickson	9/12/1962	67575
Jerry	Sachs	12/8/1951	34551
Anthony	Bland	9/18/1960	96225
Jason	Heidrick	8/11/2000	22341
Gerald	Little	7/11/1975	43938
Monika	Medina	2/14/1992	13915
Evelyn	Odell	8/16/1950	25054
Sherry	Gibbons	6/26/1987	21629
Tammy	Ziegler	6/5/1980	54095
Dana	Lara	11/17/1955	25433
Doug	Brown	4/22/1940	52752
Edward	Dewald	11/17/1963	88122
Carlos	Morales	2/9/1999	40658
Howard	King	5/18/1975	70832
Mark	Haddock	9/7/1978	20292
Timothy	Spady	11/18/1951	91813
Sabrina	Decker	9/17/1943	54684
Teresa	Clinton	9/11/1968	79288
Darren	Stephens	5/20/1977	81870
Clara	Hernandez	12/25/1980	22060
Jimmie	Tharpe	2/10/1983	82984
Brock	Wilson	1/28/1989	21890
Sherman	Casey	5/4/1995	20216
Donna	Ranck	9/11/1969	72787
Lenore	Wroten	8/1/1997	54991
Russell	Harris	12/15/1991	53461
Robert	Lebron	9/24/1982	96691
Regina	Grace	8/26/1954	19512
Harold	Loe	4/7/1998	15129
Thurman	Dennis	8/12/1940	87875
Juanita	Ritenour	6/6/1990	69129
Sara	Myers	5/1/1983	5467
Michael	Quinn	7/3/1974	421
Stephanie	Allmon	6/12/1971	61985
Maria	Davidson	7/28/1942	32278
Rhonda	Coletti	5/24/1981	3097
Ethel	Cudjoe	2/18/1984	29914
Amanda	Kirkpatrick	3/8/1979	42536
Craig	Weddle	4/7/1949	34774
Joan	Friday	5/22/1953	52759
Anne	Zepeda	3/4/1982	957
Ramona	Poorman	8/4/1997	28251
Robert	Garcia	11/12/1987	20348
James	Smith	2/24/1958	57368
Christopher	Chancy	11/30/1967	10103
Freddie	Keeton	9/7/1988	84688
Charles	Shifflett	7/5/1944	45685
Altagracia	Oberg	11/4/1941	4620
Alvin	Goolsby	2/18/1958	49902
Nichole	Gaffney	11/10/1950	41888
Preston	Thomas	1/30/1999	66434
Linda	Shea	8/10/1962	51445
Morris	Young	2/10/1980	51115
Richard	Spotts	5/1/1989	69234
Lena	Burnham	7/14/1970	54836
Matthew	Wilson	8/16/1973	3112
Virgil	Grayson	8/30/1960	73064
Jody	Flores	1/28/1993	68424
Heather	Chavez	6/7/1994	93739
Robert	Vincent	1/8/1963	23803
Clarence	Chittum	1/8/1995	17398
Sara	Levin	4/27/1945	15816
John	Dicken	2/6/1991	68483
Charles	Elswick	8/2/1973	47450
Carrie	McGinnis	5/1/1998	90980
Martha	Hunt	3/13/1993	27714
Jeremy	Jones	11/20/1973	79710
Nicholas	Coffelt	10/26/1980	91042
John	Rupe	11/12/1954	50137
Amanda	McNair	4/20/1954	6053
Luke	Wright	1/27/1942	47867
Joshua	Day	6/29/1982	25637
Mose	Nichols	7/15/1971	89795
Larry	Gonzalez	12/7/1940	37954
Joseph	Hughes	6/27/1996	97262
Wilfredo	Millet	10/23/1962	14979
Marlene	Gray	1/14/1963	30257
Vickie	Medlock	8/24/1985	51775
Janet	McDuffy	3/22/1959	17652
Natalie	Poole	6/26/1992	59311
Ron	Evans	8/9/1952	43496
Jane	Frye	10/28/1962	76978
John	Lane	3/3/1961	50010
Harold	Washington	7/8/1990	17472
Jimmy	Gomez	9/3/1994	81020
Michael	Spinella	7/1/1957	12201
