GivenName	Surname	Birthday	uid
Evan	Comacho	9/7/1958	24197
Benjamin	Oliver	7/22/1955	40513
Rhonda	Collins	6/12/1942	98290
Andrea	Her	8/19/1944	72931
Cathleen	Cotton	5/1/1974	19505
Anne	Quesada	2/18/1940	50547
Sandra	Mintz	11/10/1947	78489
Anna	Patterson	8/16/1972	85583
Elizabeth	Moore	11/23/1967	84129
Cheryl	Ortiz	2/23/1940	91518
Sue	Cipriano	1/9/1989	56002
Robert	Larry	7/21/1969	6707
Ryan	McFarland	3/27/1994	79257
Susan	Frey	7/4/2001	30918
Vickie	Stevenson	2/19/1971	90240
Gary	Meyer	9/29/1989	92343
Johnny	Breuer	9/29/1963	1502
David	Castillo	11/5/1987	14167
Ryan	Palmer	11/6/1944	72207
Kristi	Burke	2/26/1949	21560
Shayla	Peterson	9/21/1962	85588
John	Lowe	4/5/1956	35353
Ina	Willis	8/23/1993	83946
Derek	Lavigne	4/20/1944	2794
Bryan	Wilson	2/5/1943	35238
Elaine	Cisco	12/25/1988	59278
James	Sayler	4/23/1991	47653
Bruce	Flick	4/19/1999	35364
Yvonne	Curry	7/30/2000	98902
Barbara	Quinones	8/11/1948	16565
Susan	Upchurch	1/19/1990	97876
Dwight	Brugger	2/4/1947	59128
Arielle	Ramirez	12/28/1984	77307
Jess	Theberge	11/11/1951	32503
Allan	Marcus	4/20/1963	46045
Mary	McCain	6/4/1976	49520
Lorri	Reese	8/31/1958	87279
Carl	Brooks	10/4/1940	31846
Roger	Wheeler	7/15/1950	64627
James	Kennedy	1/14/1946	75942
Brent	Smith	12/7/1979	2523
Jennifer	Koch	4/22/1957	71560
Matthew	Harris	2/20/1959	3417
Michael	Rodriguez	8/2/1998	42447
Martha	Morgan	7/1/1952	10902
Faye	Bell	7/6/1958	25279
Lisa	Buggs	7/28/1981	31743
Kim	Rogers	3/22/1982	60950
Glen	Wiedman	10/11/1996	6039
Christian	Perez	5/20/1987	15197
Albert	Soto	10/18/1952	68323
Timothy	Stokes	10/2/1976	43094
Shirley	Atkins	5/28/1996	77745
Bobbie	Davis	2/25/1997	45210
Aaron	Pierce	11/4/1992	32793
Amy	Russ	8/23/1940	19747
Robert	Oates	4/27/1971	14541
Maria	Lopez	11/10/1939	89363
Roy	Byrne	8/5/1988	59042
Monty	Martin	9/17/1939	47731
Kurt	Vasquez	9/6/1945	32454
James	Steveson	8/20/2003	34983
Robin	Foley	7/31/1969	9845
Thomas	Kwong	3/21/1965	92138
Faustina	Gates	8/28/1954	55962
Harvey	Elkins	8/7/1959	91942
Grace	Alfred	11/9/1959	59173
Joan	Roth	6/14/1989	19109
Neomi	Bates	10/31/1948	6320
Walter	Johnson	9/24/1945	47164
Jeannette	Sheets	3/11/1942	81610
Leann	Arbogast	10/3/1958	64410
Roman	Ortiz	3/14/1947	47715
Danica	Forrest	2/17/1983	50892
Meagan	Rezendes	11/6/1979	30503
Tonia	Stokes	11/9/1962	1271
Carlyn	Corner	8/21/1961	18863
Elizabeth	Walton	10/30/1940	18229
Ronald	Pennington	4/20/1984	26628
Thomas	Ruiz	5/12/1939	30450
Richard	Pollard	6/23/1951	67418
Lindsay	Hoffman	5/27/1960	39749
George	Strahan	7/26/1951	34151
Maura	Williamson	10/31/1961	70237
Scott	Conn	11/8/1966	75062
Tiffany	Day	5/23/1998	445
Shannon	Long	8/12/1962	44126
Ellen	Cox	8/4/1985	3619
Angela	Cooper	10/29/1938	63373
Ruth	Sanchez	3/31/1939	41096
Flora	Mendez	7/10/1970	16370
Elizabeth	Paul	2/1/1981	47766
Alice	Kaplan	10/26/1953	32161
Alexander	Jones	7/30/1989	43149
Andrew	Cartwright	10/6/1962	60576
Angie	Miller	3/10/1960	27689
Carla	Flores	1/4/1994	85871
Brenda	Krauss	10/30/1972	61831
Luis	Cromer	1/9/1986	74093
Nathan	Moore	12/7/1980	9352
Larry	Smith	5/10/1962	30268
Margie	Sessoms	9/13/1939	12583
Kenneth	Dooley	2/12/1964	38917
Keith	McGinnis	12/6/1949	9564
Carl	Mack	6/27/1994	12727
Robert	Pippen	11/22/1971	69600
Elvin	Durham	3/5/2001	23477
Barbara	Person	11/6/2002	1390
Maggie	Massey	9/3/1971	57140
Lonnie	Orr	5/11/1953	68755
Daniel	Dewalt	11/4/1939	55778
Gary	Nugent	6/18/1949	52444
Virginia	Boyer	12/4/1987	98446
Dorothy	Johnston	7/14/1987	56213
Mozella	McClay	7/5/1967	38610
Howard	Hernandez	10/12/1965	6708
Mack	Degregorio	3/19/1982	6829
Stephanie	Metcalf	1/27/1963	11282
Jason	Jenner	9/4/1966	67808
Claire	Blakley	10/28/1970	2860
Kathryn	Harvey	3/31/1985	1111
Bobbie	Dotson	3/30/1972	33768
Sammie	Hubbs	4/29/1949	55446
Dewayne	Lewis	4/9/1950	6854
Conchita	Chester	12/3/1973	76176
Abbie	Pierre	4/3/1994	88448
Denis	Fiecke	8/5/1951	98256
Jennifer	Krueger	6/11/1983	94236
Michael	Davis	2/12/1985	89995
Carl	Wilson	7/27/1980	34688
Arthur	Miller	8/8/1980	5943
Kenneth	Green	2/28/1974	13736
David	Hamm	1/10/1986	15398
Susan	Schmid	3/5/1945	32149
John	Petrin	5/25/1958	40570
Esther	Burgess	6/20/1937	97995
Geraldine	Rogers	9/5/1939	43520
John	Weiss	6/25/2001	39649
Carmen	Taylor	2/14/1952	86740
Maria	Davis	2/28/1948	16637
Brian	Hansen	4/30/1999	49420
Carlton	Miller	7/28/1967	15691
Robert	Green	3/4/1938	6275
Jose	Wheeler	4/19/1958	53020
Gregory	Weiss	9/12/1963	12407
Christina	Degraff	10/31/1943	10711
Marci	Walsh	12/2/1997	57967
Andra	Lemon	9/27/1983	63545
Charles	Mitchell	12/3/1987	57460
Earl	Obrien	11/15/1993	40736
Virginia	Cash	4/5/1997	9323
Elliott	Sandoval	10/1/1966	78675
Theodore	Abbey	8/31/1944	33393
Brian	Anderson	7/4/1965	32372
Larry	Lopez	7/25/1941	91951
Marcelo	Hall	3/14/1944	79281
Rose	Jones	11/13/1950	74028
Johnny	Galgano	4/27/1947	14178
Alan	Jenner	9/18/1995	80375
Harold	Elder	2/15/1959	68510
Barbara	Langhorne	5/1/2000	98168
David	Stewart	6/18/1980	51986
Kelly	Smith	10/29/1983	87044
Susan	Thomas	6/16/2000	56904
Willie	Townsel	2/10/1951	64657
Maria	Frederick	4/18/1997	79132
Lorene	Rey	5/7/1942	5724
Katherine	Hinderliter	1/16/1994	50295
Hugo	Johnson	7/27/1940	86886
Jean	Harley	3/31/1997	27132
Theda	Urban	6/21/1950	74105
Richard	Martin	3/7/1972	58877
Aaron	Lyon	2/11/1972	82675
Joseph	McFadden	12/21/1968	73562
Donald	Rosenbalm	8/20/1953	5919
Betty	Mayer	10/6/1950	20253
Michael	Cook	10/1/1989	57119
Robert	Kline	5/24/1942	67716
Frank	Bethea	9/28/1992	49509
Patricia	Gravelle	1/18/2000	95609
John	Blair	2/5/1976	40317
Ernesto	Downing	12/2/1944	92431
Jeffrey	Vizcarra	4/9/1938	15184
Pablo	Ware	1/22/2002	67161
Eric	Burrell	9/5/1967	57769
David	Ewing	11/27/1948	93559
Margarita	Wells	9/13/1946	80014
Juan	Lee	10/8/1975	14605
Ella	Fine	3/8/1985	79518
Deborah	Loyd	5/24/1944	18214
Alicia	Hill	11/5/1987	90807
Gaye	Peterson	2/9/1992	23357
Edward	Natale	12/14/1990	16161
Justin	Brotherton	9/14/1984	6023
Rhonda	Bradford	10/14/1973	39720
Myles	Nance	5/3/1944	690
Patricia	Landry	2/10/1940	46120
Margaret	Birchfield	9/24/1959	36812
Robert	Mattera	12/17/1954	63195
Michael	Kelly	3/23/1976	58395
Gloria	Orndorff	12/28/1956	37497
Vera	Vaughn	1/7/1980	26514
William	Johnson	2/12/1952	90486
Pamela	Linares	2/6/1967	43241
Gladys	Grissom	12/11/1961	31475
Brandi	Thomas	11/17/1937	57813
Tammie	McCollum	5/10/1939	5525
Jeremy	Smith	11/2/1977	86042
Leslie	Green	1/4/1949	81384
Horacio	Sells	5/5/1985	75712
Eva	Sherman	5/25/1966	27457
Jeane	Nelson	5/22/2000	39984
David	Layton	12/6/1984	97066
Clair	Leone	6/11/1988	88763
Cathy	Lopez	2/1/1989	49192
Deborah	Maxwell	1/29/1972	46001
Jana	Moon	10/28/1984	66465
Jose	Koehler	5/22/1957	85425
Tracy	Bishop	8/20/1969	7400
Jesus	Solis	3/4/1964	43095
Joseph	Gustafson	11/27/2001	75873
Barbara	Gibbs	9/3/1997	85820
Scott	Oswalt	4/26/1998	55436
Rex	Brown	4/11/1995	91052
Linda	Davidson	11/26/1993	28344
Kenneth	Lee	6/5/1990	41155
Doris	Hood	11/9/1967	4819
Tara	Pleasant	4/7/1984	47491
Lori	Harris	12/22/1960	57061
Alan	Smith	4/18/1946	91027
Jennifer	Wu	10/7/1975	48964
Arline	Levy	7/21/1980	22228
Carly	Morgan	4/13/1940	63522
Deb	Rivera	6/10/1987	52013
Maria	Wallace	8/15/1978	90160
Harry	Holtz	5/27/2001	23702
Mike	Johnson	3/24/1943	96426
Brenda	Ho	8/12/1960	92573
James	Scherr	10/3/1970	80601
Sandra	Gonzalez	11/29/1987	40238
Miguel	Harvard	4/18/1996	88409
Nick	Wendt	4/2/1937	30917
Alexander	Schroyer	4/2/1989	35541
Alyssa	Cook	5/20/1956	93951
Cheryl	Kinney	7/20/1955	12417
Kevin	Christian	2/5/1958	78802
Thomas	Wilkinson	7/13/1970	96561
Robert	Bryant	6/21/1955	75418
Casey	Fenton	7/24/1963	40618
Ruth	Garcia	7/31/1964	36238
John	Cota	6/20/1994	63776
Carla	Cassel	8/9/1953	40395
Edward	Swaim	4/30/1973	20259
Martin	Richard	6/10/1940	71909
Darrell	Do	12/30/1999	84599
Gary	Cavalier	6/23/1952	90520
Mildred	Reeves	10/8/1971	22328
Mark	Sherman	7/21/1974	239
Todd	McCane	5/7/1973	58767
Linda	Gainey	8/20/1949	56438
Amanda	Spurlock	12/7/1957	51349
Leslie	Ly	9/12/1976	50343
Elmer	Morgan	11/16/1995	63754
Cornelia	Goodwin	6/5/1964	29387
Kyle	Michael	12/25/1989	16743
Arnoldo	Calderon	12/23/1966	3046
Amanda	Williams	5/24/1968	2095
Michael	Johnson	8/19/1978	91154
Troy	Clements	10/25/1952	48976
Sabrina	Holman	5/26/1988	65165
Janice	Stone	12/8/1965	63610
Joann	Renninger	7/21/1992	57996
Annie	Connelly	3/23/1956	55560
William	Walker	11/28/1965	24476
Connie	Jarvis	7/6/1972	29221
Kenyatta	Blanding	8/21/1969	23115
Shan	Randolph	4/14/1999	21078
Thomas	Dunlap	3/21/1959	15056
Martin	Steinberg	2/9/1962	62614
Brigitte	McKinney	4/2/1951	64704
Curtis	Bevins	3/10/1948	85240
Audrey	Taylor	6/11/1948	425
James	Reagan	2/17/1964	56350
Linda	Buchanan	1/10/1968	51873
Ernest	Gray	2/22/1969	5263
Chris	Carter	11/5/2001	12706
Robert	Kelly	4/18/1988	8814
Erin	Lambert	5/21/1947	85895
Anita	Kail	11/28/1979	56239
Joseph	Shaw	3/23/1945	60207
Sandra	Whetstone	10/21/1999	18328
Kelly	Myers	1/1/1948	73003
Carmella	Lynch	5/23/1977	64424
William	Kim	5/20/1953	23299
William	White	9/6/1993	50542
Jerry	Sachs	12/8/1951	34551
Bessie	Roye	10/19/1941	55108
Sarah	Barker	5/27/1982	20049
Patricia	Planas	3/6/1979	99252
Gloria	Murray	5/21/1977	88974
George	McDaniel	10/9/1946	37376
Daniel	Magruder	3/31/1977	48192
Jean	Jenkins	8/28/1962	16042
Dwight	Rodriquez	6/22/1944	70567
Jacob	Marsh	5/12/1959	63792
Donald	Jones	9/8/1990	57188
Billie	Garmon	5/25/1993	7376
Robert	Wood	1/25/1994	95604
Samantha	Brock	8/5/1949	47983
Emanuel	Flynn	10/28/1999	22194
Joseph	Clark	7/30/1995	24311
Robbi	Dodson	11/29/1959	51073
Constance	Goodspeed	11/19/1947	8564
Bridget	Currie	6/13/1980	943
Margaret	McGrath	5/22/1968	63225
Chris	Riddle	7/6/1977	29293
Adam	Harrison	4/28/1984	85858
William	Glennon	10/2/1939	4867
Romeo	Engles	6/6/1984	88305
Geneva	Schuster	5/20/1954	91752
Rudy	Hebert	6/26/1986	46145
Mildred	Whittington	10/17/1982	66396
Jerome	Evans	9/18/1956	5246
Lee	Burke	4/29/1960	74175
David	Riggs	6/25/1953	17851
Cathy	Jones	2/28/1991	14570
Jonathan	Morgan	1/27/1996	76976
Daniel	Friedman	6/7/1969	18942
Wendell	Bliss	12/29/1970	21461
Joe	Meister	5/24/1988	35729
Ernest	Hay	4/9/1996	10888
Michael	Bryan	4/19/1993	91976
Wilma	Hawkins	6/2/1970	18285
Eric	Stone	2/28/1960	18619
Christopher	Weaver	11/26/1975	29671
Thomas	McLean	3/25/1952	45489
Otto	Bridwell	2/11/1986	94271
Donna	Butterfield	7/29/2000	77088
Walter	Hopp	12/17/1979	37106
Charlie	Sanchez	8/20/1991	53985
Herman	Crowe	6/8/1993	8997
Rose	Osburn	9/18/1975	48410
Michael	Meyers	2/21/1944	89542
Tracy	Soto	8/19/1953	88860
Amanda	Weaver	11/2/2000	31236
Pedro	Burr	4/20/1999	24813
Chris	Lopez	9/9/1976	47447
Anthony	Brown	2/3/1940	47581
Kim	Redmond	1/5/1967	83651
Reuben	Nolan	1/5/2003	17980
Jimmy	Vess	3/1/2000	39584
Samuel	Nishimura	11/10/1988	34284
Thomas	Benny	3/7/1951	48764
Elizabeth	Cooper	10/28/1941	62418
Michael	Tomlinson	7/14/1973	22852
David	Thompson	8/9/1948	27327
William	Buck	4/9/1992	11366
Bruce	Decastro	11/17/1961	49274
Michael	Musgrove	7/10/1949	23313
Christopher	Ramirez	3/5/1946	27797
Jacqueline	Melendez	5/19/1979	82194
Lucille	Pratt	6/24/1942	97454
