GivenName	Surname	Birthday	uid
William	Mui	4/27/1997	58611
Michael	Crum	1/30/1986	91410
Karl	Parrish	5/13/1978	21363
Lillie	Domingo	2/21/1966	13589
Becky	Perez	3/12/1969	41698
David	McConnell	5/8/1979	29115
Olive	Schmaltz	4/6/1994	73947
Michael	Sussman	7/23/1961	41540
Martha	Crittenden	6/13/2003	39415
Kirby	Scarborough	7/25/1948	4437
Nathan	Hoover	1/7/1967	22126
James	Koch	6/3/1945	94990
Richard	Hinds	4/26/1993	63699
Ron	Maxwell	1/28/1974	73530
Nancy	Walker	10/13/1969	61478
Glenna	West	1/14/1943	98942
Laura	Lowery	9/1/2001	59460
John	Sorenson	4/14/1955	24812
Catherine	Lott	5/10/1996	57488
Lona	Schnabel	2/13/1944	59013
Kimberly	Kilgore	6/22/1986	74954
Ana	Hernandez	12/30/1977	73223
Earl	Keyser	12/21/2003	9221
Sandra	Robinson	8/26/1976	22632
Reagan	Magno	10/18/1964	83728
Douglas	Ballou	5/13/1943	17120
Kathy	Sin	8/18/1951	80493
Garry	Taylor	12/4/1956	52554
Mary	Coulston	2/29/1956	12153
Marilyn	Hopkins	10/25/1992	89323
Clifton	Wallace	2/3/2001	35736
Ruby	Jackson	9/2/1971	34599
Robert	Williams	3/15/1952	17062
Elizabeth	Erickson	7/3/1976	68072
Joan	Caldwell	11/13/2000	28307
Bradley	Rodriguez	7/17/1958	64901
Juanita	Altman	11/25/1992	78152
Thomas	Holt	1/10/1957	96601
Carolyn	Gray	11/22/1989	28376
Jason	Harris	9/7/1951	2775
Blanche	Cox	12/9/1980	23298
Shannon	Littrell	4/21/1976	11080
Harold	Briscoe	3/23/1938	34810
Peter	Walker	2/14/1943	43453
Victor	Collins	8/6/2000	95
David	Bellis	12/5/2002	28462
Bruce	Westgate	11/21/1985	95564
Marilyn	Clark	7/4/1983	44454
Nellie	Brown	1/23/1943	43567
Earnest	Fuller	11/25/1967	7157
Alison	Kraft	1/16/1963	57801
Misty	McCarter	10/3/1946	1975
Virgil	Murray	1/13/1953	15670
Andrew	Sisco	2/25/2002	19722
Christopher	Riley	2/24/1992	22290
Jane	Schultz	12/30/1952	88434
Jessica	Peterson	4/13/1967	94954
Mary	Hadfield	12/15/1958	41047
Robert	Alvarado	9/3/2001	85324
Jacqueline	McNair	9/22/1967	10977
Lisa	Varela	3/25/1955	21531
Wade	Guffey	2/1/1968	16895
Agnes	Connors	9/4/1986	31501
Christine	Hansen	8/19/1987	49773
Clifton	Smith	11/13/1976	59537
Lee	Owens	10/10/2001	33203
Amber	Fike	11/16/1944	43653
Terri	Lozier	4/5/1939	31037
John	Mathews	7/15/1973	2080
Harriet	Allen	8/19/1949	58751
Bill	Jensen	3/12/1972	50593
Mary	Bravo	3/11/1963	88837
Mark	Lewallen	6/16/1940	57450
Fernando	Green	8/22/1953	45083
Debra	Tracy	2/25/1942	53072
Harrison	Kropf	7/22/1960	89084
Duane	Phan	3/2/1986	84499
George	Cowley	10/14/1965	56493
Robert	Churchill	9/14/1970	70002
Sherry	Templeton	11/28/1978	92878
Vera	Hagen	9/5/1937	49244
Robert	Fitzgerald	9/27/1993	21783
Jason	Soto	12/17/1986	14037
Olga	Robertson	8/18/1957	4358
Christie	Tengan	7/11/1949	37398
Rochelle	Wilson	4/3/1952	31616
Cecil	Hewett	11/7/1971	43895
Pamela	Risk	1/3/2003	67900
Tyson	Thomas	3/29/1979	54439
Clarence	Kimmell	8/26/1983	96197
Lisa	Bush	10/14/1997	77144
Stephen	Hutchins	3/8/1970	57555
Shari	Wooster	12/18/1959	70406
Amy	Wilson	7/12/1993	77791
Roseanne	Gilmore	2/8/1979	56933
Lloyd	Lott	8/17/1948	83858
Jonathan	Brackett	7/26/1969	89442
Ivy	Whitney	7/8/1974	53875
Michael	Nygaard	12/17/1975	38743
Camilla	Anderson	9/12/1973	78386
David	Glover	11/8/2002	45351
Dewey	Murphy	6/22/1961	79552
Gail	Kelleher	6/7/2001	64150
Michael	Smith	4/24/1993	69862
Timothy	Hayek	11/17/1960	44779
Melody	Williams	1/1/1967	14923
Margarita	Husted	9/25/1949	58604
Daniel	Stephenson	11/20/1971	22192
Ronald	Ross	5/9/1973	86777
Tami	Robinson	11/26/1937	14952
Irene	Rodriguez	8/23/1993	81023
Mildred	Cox	8/29/1987	53070
Matthew	Dyer	12/15/1978	52928
John	Worth	8/12/1939	51814
Kelvin	Canfield	1/10/2002	53755
Sandra	Donaldson	2/28/1952	92784
Edna	Westfall	4/28/1965	61387
Patricia	Henry	9/16/1942	53286
James	Doss	1/24/1984	31565
Eva	Levine	4/16/1971	19647
Kim	Lee	4/2/2001	92100
Alan	Essex	2/22/1966	60463
Ward	Finnerty	3/30/2003	83663
Kelley	McClure	12/30/1937	56169
Jon	Miller	2/5/1940	95740
Justin	Nelson	5/12/1982	11540
Thomas	Dearborn	10/19/1973	20405
Heidi	Collins	1/8/1990	40363
Laurence	Brady	9/24/1950	89644
Heather	Holbrook	3/2/1938	9729
Dennis	Brown	9/26/1980	13031
Caitlin	Holt	7/15/1959	1828
Jason	Yim	7/5/1965	69847
Kyle	Branscome	2/7/1951	13672
Marvin	Hogan	6/11/1978	71598
Joan	Jefferson	3/7/1966	21278
Robert	Huynh	7/9/1947	39491
Rudy	Berning	2/25/1960	43434
Morris	Percy	8/4/1951	61778
Penny	Giroux	12/8/1977	99011
Jay	Harris	6/8/1967	34632
Rosa	Vesey	11/27/2000	66210
Ervin	Daniels	10/5/1978	16375
Patrick	Spann	11/26/1990	31607
Jason	Bolduc	1/11/1944	25695
Lillian	Wright	4/20/2003	57694
Gretchen	Larsen	3/5/1995	1450
John	Shephard	10/22/1946	53325
Hugh	Hastings	11/27/1995	97814
Emily	Harris	2/21/1961	65848
Katrina	Raleigh	3/12/1949	62825
John	Fosdick	12/3/1985	54858
Christopher	Atkins	5/10/1997	38993
Deborah	Jackson	3/13/1983	3369
Esperanza	Stinnett	10/1/1970	36694
Mike	Jones	8/29/1965	58129
Ray	Gutman	9/18/1984	65419
Daniel	Owens	4/2/1976	13408
Donna	Smith	9/14/1983	61895
Maria	Rosen	7/21/1955	51908
Rose	Gregory	4/21/1950	20039
Allison	Donoho	10/23/1952	59882
Brian	Dixon	3/10/1991	84757
Dennis	Smith	5/14/1943	19476
John	Powell	11/8/1974	99254
Doris	Horn	7/27/1969	52164
Robert	Strong	5/4/1962	75770
Patrick	Herd	1/27/1966	68197
Chad	Guerrero	11/12/1942	22920
Virginia	Holland	10/27/1985	83555
Irving	Medina	7/4/1979	77893
Joseph	Lara	9/25/1951	34556
Alberto	Calder	7/19/1992	64026
Roberto	Tellez	3/6/1959	98578
Danielle	Auguste	12/1/1996	8183
Virgil	Larson	3/13/1937	43574
Catherine	Lee	6/2/1943	84087
Viola	Coble	10/24/1969	16524
Jannette	Jackson	7/28/1961	26967
Johnette	Moreno	8/2/2002	50925
Louis	Sandiford	3/27/1987	45734
Linda	Davidson	11/26/1993	28344
