GivenName	Surname	Birthday	uid
Robert	Blackmon	7/1/1995	18457
Carolyn	Flaherty	5/17/1988	21967
Doug	Rose	2/28/1976	69097
Edith	Styles	4/2/1994	60897
John	Garcia	11/12/1966	4665
Dan	Luke	11/11/1952	56810
Beverly	Haddock	1/21/1965	95543
Dawn	Gottfried	2/7/1968	84257
Carly	Stacey	8/5/1971	10392
Amanda	Deloach	9/15/1992	76471
Lori	Liao	1/26/1992	76649
Emmanuel	Hernandez	7/1/1985	2571
Maynard	Evans	11/24/1978	15410
Edward	Witherell	1/13/1989	70113
Joseph	Hawthorne	6/26/1961	93839
Zachary	Clarke	11/19/1949	25104
Della	Carvalho	3/6/1984	40309
Gerald	Steinbeck	10/26/2003	48646
Roberto	Faul	1/11/1956	13738
Barry	Chamberlain	4/3/1960	3902
Edward	Dewald	11/17/1963	88122
Maria	Terry	4/29/1952	50381
Adeline	White	2/21/1988	31450
Geraldine	Bishop	2/7/1949	12673
Joyce	Williams	2/5/1965	49949
Eric	Funk	10/16/1998	50546
Edna	Field	12/3/1953	51056
Raul	Rhodes	1/19/1965	25137
Robert	Johnson	1/5/1947	34153
Neva	Olsen	2/20/1997	33089
Winifred	Moore	6/8/1950	36795
Jose	Wales	4/28/1976	89581
James	Mitchell	11/22/1997	41387
Frank	Donahue	11/24/1952	35347
Mandi	Vega	10/22/1950	2499
Rudolph	Wheeler	3/22/1976	49803
Frederick	Taylor	6/25/1963	92451
Jack	Washburn	1/28/1955	43621
Jane	Macha	5/12/1961	18183
Michael	Greer	6/14/1999	47320
Joseph	Mesta	7/9/1942	27163
Mary	Calton	6/21/1999	92432
Adrienne	Caldwell	5/25/1987	12940
Antoine	Smith	4/6/1999	31777
Erica	Wingfield	9/9/1967	40828
Jacqueline	Allman	7/22/1961	15010
Nancy	Payne	6/17/1942	72745
Ted	Martinez	4/2/1960	28191
Trudy	Dinapoli	10/1/1958	47209
Carlos	Lambdin	3/15/1991	33116
David	Oliva	9/23/1977	77663
Christina	Staley	6/22/1959	71497
Marcella	Jones	12/29/1971	31090
Michael	Ryan	1/4/2001	3551
Edwin	Heinz	4/9/1944	74801
Robert	Mitchell	12/24/1976	92863
Thelma	Yung	6/19/1991	31629
Jeana	Besser	1/7/1960	21590
Timothy	Scheiber	10/16/1974	55441
Karoline	Segovia	2/3/1993	31252
Mary	McClure	11/29/1958	69760
Judith	Wyckoff	3/26/1987	74912
Lois	Landreth	7/14/1963	92307
Raymond	McDonald	2/15/1967	46642
Matthew	Moore	7/20/1963	91419
Jaime	Su	8/4/1941	84849
Felicidad	Goodwin	10/12/1946	52341
Kasi	Schiefelbein	2/27/1983	31632
Lucas	Velasquez	1/23/2000	49309
John	Mejia	4/5/1941	84627
Dionne	Singer	7/15/1976	75628
Connie	Acosta	7/1/1987	50243
Robert	Linn	9/1/1983	19775
Sulema	Williams	7/24/1959	75172
Juan	Crosby	2/16/2001	72647
Anna	Zhou	5/28/1980	37610
Enrique	Veilleux	2/13/1967	68355
Calvin	Wagner	10/28/1955	70460
Deborah	Rogers	7/18/1973	26090
Charles	Jones	6/7/1939	30078
Clinton	Eaton	5/20/1995	92038
Sandra	Robinson	8/26/1976	22632
Victoria	Colgan	3/17/2001	96675
Joyce	Cranford	3/13/1950	18839
Tracie	Smith	4/15/1995	61035
William	Devries	3/23/1957	67380
Jayne	Aichele	6/8/1978	60521
Stephen	Jordan	11/19/1993	93523
Fred	Coronado	11/4/1937	73552
Faye	Sullivan	11/23/1976	4521
Penelope	Romano	9/14/2003	33712
Bettye	Price	9/27/1969	28766
Felix	Feliciano	7/15/1958	59674
Sharon	Lasalle	12/22/1999	61414
John	Humphries	12/31/1956	14110
Shanna	Brigham	7/12/2002	55606
Hazel	Rodriguez	8/3/1976	697
William	Zwick	6/22/1972	78317
Sunshine	Wenger	5/20/1940	92170
Orville	Palmeri	7/28/1982	44893
Michael	Fauver	12/23/2001	89781
Mary	Janzen	1/17/1953	74102
Nanette	Barnes	5/21/1972	62850
Justin	Scott	12/30/1948	691
Angela	Cline	2/21/1959	50028
Jeffrey	Irby	4/13/2001	25511
Gladys	Page	6/5/1993	18611
Gary	Hinojosa	5/9/1985	6681
Beverly	Dingman	8/18/1962	24061
Hermina	McGill	8/8/1947	72957
Charles	Solberg	4/16/1977	20660
Kelly	Sullivan	1/27/2002	88552
Robert	Bell	1/14/2003	54359
Jeremy	Means	11/22/1937	81600
Thomas	Dyson	4/12/2002	14771
Lisa	Santos	2/9/1967	32053
Ronnie	Hinkle	9/8/1938	32687
Willie	Bonin	6/13/2002	30364
Brenda	Broadus	10/29/1953	37411
Shirley	McNutt	1/22/1998	63448
Jeremy	Williams	2/6/1981	21550
Max	Thompson	10/18/1971	74964
Edward	Zuniga	5/1/1989	91247
Melissa	Griffith	4/17/1951	37793
Stephen	Reyes	3/30/2003	38026
Kendra	Stackhouse	5/20/1973	85437
Ernesto	Silva	6/8/1993	38053
Christopher	Ostler	10/12/1979	2124
Arthur	Haley	4/26/1972	11341
Anthony	Rasmussen	6/25/1986	82643
Mary	Smith	9/23/2003	56591
Randall	Olguin	4/4/1982	37720
Russell	Elston	7/13/1953	56786
Patricia	Patch	3/18/1997	24675
Anna	Carr	7/22/1956	17266
Barbara	Hanks	7/30/1991	18256
John	Briner	9/27/1991	9960
Rosetta	Napier	9/24/1994	60018
Ivy	West	5/14/1998	66318
Richard	Hammontree	7/15/1970	16809
Alicia	Brewer	11/8/1990	70334
Elizabeth	Garfinkel	1/23/1956	38938
Leona	Bynoe	6/29/1976	20932
Lillie	Orellana	3/6/1965	58724
Amy	Horne	10/3/1993	76168
Carmen	Conrad	12/19/1962	71989
Olivia	Wold	7/14/1984	11231
David	Sheffield	11/2/1979	49098
Julia	Hitt	6/14/1961	68708
Betty	Martindale	4/27/1968	3684
William	Torres	5/14/1955	23931
Andrew	Tillis	4/29/1982	31183
Andrew	Ammons	8/10/1949	49780
Mark	Christianson	4/30/1946	6940
Nancy	Delosreyes	1/28/1993	6327
David	Taylor	4/17/1940	95364
Laurence	Gill	5/15/1993	18245
Nina	Alexander	1/10/2004	93627
Sergio	Sykes	2/2/1968	53618
Ed	Garretson	2/2/1962	39005
James	Verville	7/27/1963	72944
Christopher	Kelly	10/12/1971	2575
Rhonda	Alber	11/27/1946	65256
John	Lopez	7/26/1982	74233
Penny	Moeller	11/1/1981	3553
Zora	Parry	4/8/1990	32736
Annie	Rush	3/31/1989	89018
Leland	Satter	9/13/1953	88769
Sherry	Peter	5/27/2001	16750
Christopher	Nieves	12/8/1954	61658
Johnny	Lehman	2/17/1952	60061
Gary	Loewen	10/4/1949	11389
Jessie	Moore	4/4/1975	82915
Kathryn	Currin	6/2/1989	74442
Amber	Jones	12/17/1982	16026
Christine	Moultrie	12/26/2000	65494
Norman	Tapia	4/28/1983	69436
Christine	Isaacs	12/17/1991	82755
Myra	Flores	11/2/1982	40347
Daniel	Layton	9/2/2001	59153
Joseph	Daly	12/11/1950	79379
Lee	Hoffmann	4/22/1968	3187
Lucy	Riley	12/20/1998	39045
Maurice	Chavez	8/7/1979	72591
Gerardo	Black	4/20/1942	16438
Benjamin	Martin	9/8/1954	64453
Brian	Welch	9/13/2003	29686
Elizabeth	Ramsey	12/27/1956	97916
Rosie	Lynch	10/27/1989	96956
Rachel	Haden	8/15/1975	53446
Linda	Keller	5/11/1966	94028
Kevin	Lorenzo	12/20/1998	57653
Brian	Ramirez	3/29/1938	78300
Edward	Neal	10/31/1944	10952
James	Underwood	8/10/1960	31814
Freddie	Blanton	8/31/1937	20003
Wendell	Blackmer	10/19/1971	53238
John	Burns	1/28/1950	59675
Migdalia	Goldstein	4/26/1985	47807
Miguel	Lowenstein	11/23/1998	85817
Helen	Lindsey	5/3/1952	30374
Lenore	Johnson	1/8/1943	28866
John	McLaughlin	7/17/1984	16935
Michele	Golden	1/29/1994	23008
Mary	Komar	4/22/1959	25892
Jill	Springer	5/27/1954	52521
Ida	Montag	5/14/1982	79835
Fanny	Dixon	11/20/1992	61050
Alice	Cruz	7/14/1989	17212
Gale	Echeverria	3/25/1998	75190
Mike	Sandberg	8/8/1979	85573
Dinorah	Powell	2/10/1946	91729
Tiffany	Wright	5/27/1974	57983
Jennifer	Pritchett	7/7/2002	1012
Michele	Atkins	12/25/1975	83323
Jennifer	Williams	8/17/1986	48802
Christopher	Bier	8/15/1988	72687
John	Fosdick	12/3/1985	54858
Helen	Castellanos	8/22/1984	2461
Marcella	Butler	11/5/1981	10866
David	Wells	2/28/1975	98767
Manuel	Johnson	1/18/1954	37864
Greg	Davis	8/20/1943	41088
Ellen	Whitner	5/14/1970	38209
Marilyn	Barrett	7/7/1985	45596
Stanley	Kerley	7/15/1996	60395
Rebecca	Lange	9/25/1968	51081
Teresa	White	7/19/2003	65806
Joycelyn	Ross	12/25/1999	62054
James	Mullins	2/23/1974	87443
Deborah	Edwards	2/25/2001	22945
Cliff	Ford	12/1/1967	66595
Jennifer	Hedgepeth	11/7/1941	15841
Kirk	Allen	10/6/1973	89989
Benjamin	McGuire	2/21/1937	17090
Linda	Weber	3/22/2002	37682
Travis	Peterson	10/24/1943	38452
Anthony	Jimenez	1/28/1964	35455
Michael	Baker	12/17/1961	96134
Lola	McCollum	11/8/1939	50764
Eugene	Winkfield	9/1/1937	95421
Matthew	Nunez	11/20/1943	51914
Louise	Sizemore	4/8/1965	84355
Martina	Francois	10/14/1983	64512
Betsy	Noel	5/7/1963	3860
Cynthia	Oneil	2/28/1945	15103
Alex	Bruce	10/19/1982	58004
Amy	Phillips	1/15/1946	90996
Quinton	Farmer	11/18/1980	30991
Kenneth	Tobias	6/11/1959	67372
Scott	Randolph	1/31/1988	83925
Chad	Ivie	8/31/1977	22267
Philip	Torres	12/5/1992	33565
James	Jacobo	10/8/1966	31263
Ethel	Searle	6/13/1943	87724
Aurora	Acevedo	1/22/1961	23484
Nancy	Cepeda	5/27/1988	83905
Matthew	Weatherwax	12/1/1965	15141
Frances	Williams	5/22/1951	742
Carolyn	Bell	7/25/1984	68125
Harry	Goodman	4/20/1945	25872
Steve	Hansen	5/27/1977	73515
Jennifer	Phillips	3/11/1988	42731
Jake	Gamez	1/3/1966	44392
Georgia	Bell	12/23/1975	94136
Cynthia	Deas	4/12/1944	12479
Steven	Rinker	11/7/1958	45009
Isabel	Roberts	12/30/2001	3730
James	Holden	2/6/1995	24449
Jeff	Tonkin	3/29/2002	16601
Maria	Fisher	12/8/1991	24816
Rhonda	Sargent	5/15/1942	26020
Ronnie	Wood	5/20/1983	67055
Leonard	Fulton	8/15/1966	7872
Shirley	Stevens	3/31/1986	77572
Dion	Santana	2/9/1961	37827
Stephanie	Jones	7/29/1995	44559
John	Topper	2/11/1988	40180
Wayne	McCain	6/16/1982	84722
Rosemary	Worthington	6/20/1993	84359
Robert	Pierre	8/30/1959	89981
Richard	Morales	8/31/1950	43393
Stephanie	Sullivan	2/4/1991	44376
Eva	Pellegrini	4/4/1939	47809
Sandra	Mercer	3/4/1976	41954
Robert	Reyes	4/17/1969	31420
Paula	Manzella	12/8/1948	28592
Jessie	James	2/7/1979	48014
Esther	Prentice	6/25/1985	47870
Kathleen	Dillon	2/24/1983	20397
Loretta	Harmon	3/13/2001	71353
Louie	Fowler	5/17/1983	75314
Jerry	Davis	5/14/1953	52340
Alonzo	Whitley	2/11/1979	92009
Easter	Beck	6/23/1984	61176
Joyce	Jones	1/4/1980	23456
Colleen	Kim	6/2/1948	4729
Richard	Wall	10/19/1947	37754
Alice	Ortiz	4/15/1997	91926
Nancy	Melson	1/18/1974	5665
Mark	Jorge	7/10/1970	84646
Clarence	Huang	1/23/1970	37572
June	Boren	4/27/1995	36804
Catherine	Brister	9/7/1996	88762
Betty	Meyers	8/15/1956	51932
Kenneth	Allen	7/23/1990	91616
Joseph	Bradshaw	11/14/1979	86591
Dustin	Cox	10/4/1995	34719
Melvin	Smith	2/4/1971	52010
Burton	Washington	11/15/1993	77528
Jose	Quon	1/30/1997	26341
Winston	Friedman	7/21/2003	66528
Zachary	Hendrick	11/14/1952	55759
Tony	Ruiz	9/4/1989	29659
Altagracia	Johnson	3/31/1966	15023
Robert	Basso	10/17/1974	34411
Edwin	Tillman	1/21/1976	5579
Terrell	Croy	6/2/2002	2635
Lorraine	Younce	10/11/1978	35137
Danny	England	2/18/1970	8596
Katrina	Gomez	12/3/1978	86552
Justin	Reid	6/15/1970	48678
Kenneth	Tribble	2/6/1946	48055
Brenda	English	6/28/1954	61524
Mavis	Barbosa	12/10/1942	70687
Shellie	Black	6/16/1939	98718
Rex	Hamilton	5/16/1949	96318
Mary	Kramer	3/10/1940	81032
Mae	Newton	7/30/1973	40032
Paul	Fink	8/8/1969	44907
Reuben	Parker	1/10/1994	63249
Kevin	Lee	10/30/1988	96326
Tiffany	Armstead	5/28/1941	51879
Robert	Hendricks	3/9/1978	71216
Cameron	Mitchell	9/19/1962	93018
Chastity	Allison	1/15/1981	92390
John	Fox	11/25/1954	17946
Rhonda	Cupp	10/8/1980	63946
Bill	Vance	10/24/1977	80260
Anna	Koehn	2/27/1951	82115
Robert	Brewer	9/24/1940	93536
Connie	Javier	10/20/1996	34059
Darren	Malloy	1/17/1952	93056
Carlos	Fitzpatrick	5/3/1980	21627
Anna	Burke	5/13/1978	91955
Willie	Black	2/6/1952	23708
Francis	Aten	8/4/1969	63090
Bradley	Evers	11/13/1939	63886
Colleen	Elizondo	8/1/1954	21981
Lillian	McLean	8/14/1996	51400
Keith	Billings	12/20/1941	23288
Robert	McSherry	12/27/1997	10731
Robbyn	Smith	10/19/2001	71131
Vicente	Bannister	12/5/1973	61692
Melissa	Bryant	2/17/1957	95450
Nancy	Jones	5/29/1966	2334
Bob	Jones	9/3/1991	19103
Michael	Myers	5/5/1950	25743
Oswaldo	Lara	4/13/2003	94746
Kathleen	Sutton	1/24/2000	57173
Dwight	Rodriquez	6/22/1944	70567
Tabitha	Hairston	12/7/1956	53288
Dean	Barber	12/23/1978	86356
Amber	Zook	3/5/1942	25574
Rachel	Carroll	4/7/1968	65642
Jose	Taylor	10/7/1981	98599
Edward	Bourgeois	2/19/1958	12292
Matthew	Macomber	6/12/1968	10183
Michelle	Delacruz	1/28/1945	11245
Alice	Ellis	5/3/1986	39510
Harold	Lucas	6/5/1937	38863
Edward	Hubbard	5/2/1956	60358
Richard	Price	12/17/1987	35202
Freddie	Obryan	4/13/1984	18362
Jimmie	Hartsfield	4/28/1998	54078
Bridget	Doyle	11/3/2001	28906
Ross	Britton	10/2/1982	25229
Tammy	Mooney	1/16/1948	48609
Everett	Diaz	3/11/1968	31543
Pok	Escobedo	7/30/1941	20285
Michael	Schultz	3/10/1964	23352
Lucille	Ortiz	12/4/1973	76702
Alma	Fischer	5/7/1944	9136
Kari	Smith	10/7/2003	64939
Ramonita	Draper	5/6/1985	4209
Stanley	Melton	11/24/2003	75476
Andre	Atkinson	3/28/1998	91063
Robert	Sweat	3/12/1941	53850
Don	Allen	1/16/1997	51877
Warren	Cue	5/30/1958	6502
Lisa	Shivers	1/23/1976	14185
Emily	Hindman	4/3/1985	23257
Robin	Mueller	3/26/1954	39051
Richard	Buck	10/10/1954	30932
Richard	Rottman	11/23/1963	49844
John	Sherrill	12/2/1952	74318
Frances	Henegar	12/9/1981	57689
Davis	Brown	12/5/1953	13899
Sandra	Brooks	1/22/1948	78212
Kay	Nunez	5/12/1954	62339
Marnie	Rivas	3/23/1964	4263
Henry	Grove	3/26/1946	12897
Porsche	Voss	5/8/1965	93961
Sharon	Thomas	6/5/1947	88663
Crystle	Thornton	12/24/1991	70364
James	Kitchens	6/26/1960	41247
Katelyn	Albanese	3/20/2000	73933
Benjamin	Pung	7/11/1950	9079
Ray	Earle	2/8/1998	87854
Ronnie	Becker	5/29/1982	83889
Shane	Ivie	2/6/1966	99245
Agnes	Connors	9/4/1986	31501
Justin	Duck	8/22/2001	54567
Gary	Landrum	8/2/1992	84676
Barbara	Redfern	6/6/1972	64450
Bart	Madsen	12/14/1982	92070
James	Cook	7/27/1951	10451
Sandra	Auer	10/24/1974	1237
Joseph	Davis	5/5/1995	48038
Frank	Stevenson	7/26/1948	46219
Samuel	Liang	5/8/1953	1696
Wilma	Kelly	12/20/1956	92925
Lela	Parsons	8/25/1957	77996
Michael	Hoover	8/5/1996	11911
Linda	Elkins	3/3/1968	80528
Saran	Back	6/15/1986	65947
Robert	Fox	10/5/1961	50376
Nicole	Brosius	2/27/1989	24500
Ellen	Alton	4/15/1993	83495
Winifred	Newsome	12/9/1991	98435
Albert	Patterson	4/23/1942	83304
Scott	Bones	9/11/2002	93820
Dennis	Clemons	11/22/1971	53655
Josephine	McGee	11/9/1947	19336
Melissa	Erdman	1/18/1978	68360
Sonja	Shearin	8/25/1981	81265
Donald	Sheppard	9/26/1993	68659
Barbara	Watkins	4/29/1979	86226
George	Ruelas	7/4/1998	16609
Charles	Johnson	3/18/2003	93892
James	Webster	10/22/1939	34763
Frances	Sanders	4/25/1984	94189
Kelly	Ramirez	4/5/2001	70820
Thomas	Vineyard	9/17/1942	72339
Faye	Smith	3/13/1964	75654
Sarah	Stockton	5/2/1968	62435
Cheryl	Hines	11/17/1961	98497
Lieselotte	Porter	6/22/1988	85438
David	Cook	5/12/1960	75093
Cathie	Collins	1/5/1963	78899
Amanda	Garcia	6/24/1986	11819
David	White	6/20/1945	77043
Rodney	Arnold	9/2/1988	95465
Ida	Romero	10/14/1962	6543
Johnny	Bowen	7/4/1950	92412
Calvin	Wyatt	4/10/1964	99103
Paulita	Robinson	1/24/1972	93843
Walter	Rubino	5/6/1970	13697
Carla	Burdge	7/18/1981	63647
Michael	Graig	12/24/2001	47208
Salome	Clark	11/18/1979	71968
Ben	Wells	3/21/1971	53143
Judith	Peeples	3/24/1950	57193
Kevin	McFarland	2/19/1992	52580
Esther	Burnham	11/25/1995	59841
Jeanne	Hammond	7/4/1995	80045
Samuel	Wright	9/16/1939	8065
George	Ward	4/18/1938	70308
Latonya	Whiten	5/18/1999	56701
Verna	Hays	10/5/1980	43994
Gabriel	Fuqua	1/15/1961	19883
Mark	Davis	2/27/1976	10880
Richard	Cecere	12/25/1971	82299
Alfred	Coleman	8/18/1989	19806
Elaine	Wine	6/11/1961	19548
James	Zuniga	11/9/2003	29629
Eddie	Gray	12/22/1940	53212
Nathaniel	Marshall	2/18/1968	72466
Robert	Robbins	1/23/1968	9110
James	Roberts	9/15/1970	19425
Suzanne	Phillips	2/8/1983	38717
John	Smith	2/19/1982	99649
Lynne	Arrington	2/17/1992	19751
Gerald	Holden	8/1/1941	70950
Pam	Overton	9/21/1960	37027
Rosa	Charon	12/3/1994	87266
Alberta	Core	6/16/1966	63064
Paul	Davis	8/10/1999	14441
Neva	Wilson	3/7/1956	95620
Jimmy	Gomez	10/31/1988	92519
Tommy	Santos	3/26/1967	30886
Laurie	Minor	5/16/1976	68443
Jesse	Ross	12/14/1977	56006
Eleanor	Buzard	10/6/1950	48980
Angela	Munoz	2/23/1996	96785
Jamie	Harris	5/28/1959	79881
Nicole	Fulton	3/22/1962	25353
Christopher	Beauchamp	6/22/1972	62384
David	Causby	5/25/1977	1403
Joan	Lewis	3/4/1988	16934
Steven	Williams	5/19/2000	35904
Stephanie	Hibbs	2/7/1993	34879
Keith	Simmons	5/30/1944	54561
Janet	Gutierrez	12/29/1938	42281
Joann	Pickett	9/8/1996	72682
Jennifer	Theisen	2/10/1999	18529
Tara	Flores	11/11/1968	92721
Jessica	Hunter	3/10/1969	72786
Edward	Schmit	7/9/1961	89147
Genaro	Boyd	3/5/1991	93643
Michael	Ratliff	12/7/1972	50913
George	Sapp	3/23/2003	53360
Constance	Martinez	2/7/1982	82001
Anna	Martinez	11/16/2001	56482
Marita	Johnson	8/24/1946	27806
Gracie	Priest	10/4/1998	16632
Dennis	Hill	9/12/1981	31375
Rosaria	Koopman	5/31/1962	34606
Brenda	Baer	3/1/1998	81628
Gloria	Ramirez	1/19/1983	35367
Donna	Lott	4/27/1965	17154
Faith	Auxier	1/30/1944	22811
Mary	Larocca	10/3/1966	74068
Ella	Southerland	12/10/1992	29123
Richard	Sims	11/22/1990	31563
Reuben	Batiste	12/10/1960	25092
Kathryn	Rosales	1/17/1965	21265
Marvin	Malone	10/21/1974	87652
Christopher	Haas	4/16/1979	85874
Jaqueline	Stephens	11/9/1947	94480
Jimmy	Williamson	4/11/1980	81807
Justin	Orr	6/30/1983	27141
Wendy	Miller	12/28/1999	4975
Denyse	Felix	7/18/2000	72793
David	Caudle	12/1/1997	52394
John	Williams	7/8/1941	81598
Karen	Latta	3/15/1994	95264
Susan	Parker	5/12/1942	69768
Mary	Crawford	5/12/1992	50524
Angel	Peters	7/7/1952	12085
Dorothy	Russell	3/13/1992	25355
Zachary	Arbuckle	4/5/1992	14856
Debra	Ford	5/30/1972	21888
Maria	Guido	1/10/1997	72904
Edward	Sams	3/14/1992	23918
Kimberly	Holland	10/24/1989	76639
Dustin	Rutz	9/11/1981	53716
Rosemary	Clemmer	11/3/1938	35628
Lori	Duran	1/5/1992	85215
Jennifer	Peters	10/2/1978	24212
Howard	Barnum	7/15/1992	10419
Elijah	Wagner	9/28/1976	32596
Amber	Gaston	5/12/1971	63428
Ethel	Flynn	11/28/1937	27646
Mary	Hamm	5/10/1957	51950
Jay	Clifton	5/15/1938	18287
Francis	Barlowe	5/10/1987	9700
Dale	Taylor	3/17/1966	64224
Sandy	Hopkins	10/9/1992	4589
Elmer	Simpson	10/6/1965	73723
Joyce	Phipps	1/29/1982	20135
Dolly	Marshall	4/7/1980	69853
Herschel	Thompson	3/22/1969	56207
Keith	Crawford	10/1/1995	48805
Irene	Bradley	11/15/1955	19338
Sandra	Jones	9/29/1998	15287
Pasquale	Rake	7/19/1938	83524
Bruce	Jordan	8/17/1946	18991
James	Hill	7/20/1975	28262
Susan	Carroll	1/31/1991	23583
Michael	Owens	4/16/1956	46838
Tracee	Hernandez	1/13/1971	92151
Bonnie	Swisher	10/30/1952	8518
Michael	Philbrook	6/26/1944	69036
David	Eaton	3/2/1959	6810
Stephen	Grow	7/29/1968	37202
William	Bass	5/14/1972	51583
Eric	Cotton	11/29/1979	83616
Connie	Lackey	6/7/1942	87034
David	Clement	4/28/1971	74577
Paul	Higgins	9/15/1996	78572
Ester	Lees	5/5/1991	65709
Hyman	Lee	3/2/1966	80719
Edward	Butler	6/13/1996	17654
Many	Bryant	11/10/1982	12709
Vernon	Alexander	2/16/1943	13519
Raymond	Nelson	3/1/1977	69262
Lena	Jones	7/20/1961	60162
Kenny	Fernandez	11/10/1939	54948
Lillian	Parham	3/24/1959	57730
Carol	Estrada	7/15/1963	77163
Herminia	Boehm	10/26/1998	89281
Gloria	Chandler	9/28/1983	94208
Mary	Lee	2/6/1937	42393
Kenneth	Frye	11/16/1953	68272
Sonny	Petersen	2/10/1992	65444
Michael	Hogan	11/26/2003	44094
Crystal	Greenman	3/29/1948	9566
Robert	Churchill	9/14/1970	70002
Edwin	Schulz	8/26/1939	39420
Brian	Gatling	6/29/1986	19765
Adela	Carter	2/10/1999	22519
Ben	Evans	2/19/1993	96161
Louis	McCarthy	6/28/1940	87711
Vickie	Wellman	4/30/1992	31357
Vicki	Holland	8/28/1940	91977
Renee	Johnson	3/8/1950	77705
Keith	Eiland	4/27/1937	46956
Marlene	Hutchinson	3/10/1971	84284
David	Roberts	10/17/1947	29765
Karleen	Hall	1/24/1943	53277
Iva	Ruiz	6/23/1965	37418
Kristin	Fields	7/4/1945	82727
Dorothy	King	11/2/1951	67862
Eric	Lucero	2/6/2001	45591
Jason	Wilson	2/20/1999	38062
Renee	Watson	3/30/1944	91107
Meghann	Price	6/18/1976	84195
Shandra	Price	8/9/1949	45648
Pearl	Anderson	2/5/1949	82270
Joseph	Metcalf	3/18/1974	97985
Jean	Marino	6/15/1960	52122
Alisha	Padilla	11/6/1987	35286
William	Alford	7/28/1997	35640
Cynthia	Seymore	9/11/1950	2837
Tara	Merryman	1/17/1998	5351
Donna	Kim	7/3/1937	1773
Dalila	Johnson	12/27/1990	44156
Kyle	Devito	4/10/1992	49122
Carolyn	Wong	9/19/1988	29257
Sharon	Sutter	4/20/1945	88654
Jerry	Aviles	11/15/1977	25400
Joseph	Fortes	10/31/1976	3805
Sun	Buchanan	5/2/1992	82707
Tyler	Davis	2/12/1946	4673
Maxine	Brown	12/21/1993	11507
Ellen	Witt	7/5/1975	93651
David	Jones	3/15/1981	76006
Theodore	Howard	4/13/1953	10757
Michael	Lyon	12/28/1962	18160
Nidia	Lashbrook	10/8/1991	51052
Justin	White	1/2/1989	50145
Keri	Turk	5/8/1952	68277
Doris	Todd	9/5/2001	78441
Benjamin	Houle	3/28/1984	99289
Edward	Villegas	8/21/2002	98842
Iesha	Richardson	7/11/1959	28185
Mary	Ahlers	12/31/1975	86405
Wanda	Steck	2/13/1954	43829
Becky	Doerr	9/14/1950	11672
Horacio	Sells	5/5/1985	75712
Howard	Connolly	1/25/1995	91015
Wilson	Escobar	11/18/1994	63416
Gladys	Andrews	5/21/1976	20724
Samuel	Strum	8/19/1941	3484
Pamela	Masse	10/10/1967	54165
Dorthea	James	3/23/1972	67917
Patricia	Hawkins	1/13/1947	75268
Tina	Swann	2/18/1937	10764
Lea	Nelson	7/14/1941	73660
Carlos	Shaver	3/13/1988	62251
Patricia	Ramirez	6/30/1954	7149
Elvia	Lawton	7/19/1940	36268
Robert	Gibson	11/1/1948	25333
Ruben	Terhune	8/14/1982	79607
Ronda	Craig	9/12/1967	22853
Claudine	Brown	7/20/1951	13311
Melanie	Price	10/21/1985	99476
James	Orvis	3/11/1967	78483
John	Hawes	1/6/2002	85482
Kathleen	Coughlin	12/27/1987	38092
Arthur	Castro	4/18/1975	63443
Steven	Norman	7/14/1962	88775
Kurt	Smith	4/18/1979	789
